state_body,state_body_total,program_code,program_name,program_goal,program_result_desc,program_total,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,subprogram_total
Հանրապետության նախագահի աշխատակազմ,1575884.6,1154,Հանրապետության նախագահի լիազորությունների իրականացման ապահովում,"Աջակցել Հանրապետության նախագահի լիազորությունների իրականացման ապահովմանը_x000D_
_x000D_","ՀՀ նախագահի  Սահմանադրությամբ սահմանված լիազորությունների իրականացման ապահովումը_x000D_
_x000D_",1575884.6,11001,Հանրապետության նախագահի գործունեության և ներկայացուցչականության ապահովում,"Հանրապետության նախագահի` ներքին և արտաքին քաղաքականության առնչությամբ Սահմանադրությամբ սահմանված լիազորությունների իրականացման ապահովում_x000D_
_x000D_
_x000D_",Ծառայությունների մատուցում,1489059.6
Հանրապետության նախագահի աշխատակազմ,1575884.6,1154,Հանրապետության նախագահի լիազորությունների իրականացման ապահովում,"Աջակցել Հանրապետության նախագահի լիազորությունների իրականացման ապահովմանը_x000D_
_x000D_","ՀՀ նախագահի  Սահմանադրությամբ սահմանված լիազորությունների իրականացման ապահովումը_x000D_
_x000D_",1575884.6,31001,Հանրապետության նախագահի աշխատակազմի տեխնիկական հագեցվածության բարելավում,Հանրապետության նախագահի աշխատակազմի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռքբերում_x000D_,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,86825.0
ՀՀ Ազգային ժողով,6096621.829,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,6096621.829,11001,ՀՀ Ազգային ժողովի գործունեության ապահովում՝ օրենսդրական՝ վերլուծական և ներկայացուցչական ծառայություններ,Իրավական ակտերի նախագծերի մասնագիտական փորձաքննություն՝ արտաքին կապերի կառավարում՝ տեղեկատվության և խորհրդատվության տրամադրում,Ծառայությունների մատուցում,5628921.8
ՀՀ Ազգային ժողով,6096621.829,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,6096621.829,11002,ՀՀ Ազգային ժողովի աշխատակազմի պետական ծառայողների վերապատրաստում,ՀՀ Ազգային ժողովի աշխատակազմի պետական ծառայողների մասնագիտական հմտությունների և կարողությունների զարգացում,Ծառայությունների մատուցում,1260.1
ՀՀ Ազգային ժողով,6096621.829,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,6096621.829,11003,ՀՀ Ազգային ժողովի դերի բարձրացմանն  ուղղված միջոցառումների իրականացում,"ՀՀ ԱԺ նախագահի հովանու ներքո իրականացվող գիտական, կրթական, մշակութային և սպորտային միջոցառումների կազմակերպում_x000D_
_x000D_",Ծառայությունների մատուցում,65500.0
ՀՀ Ազգային ժողով,6096621.829,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,6096621.829,12001,Միջազգային խորհրդարանական կազմակերպություններին ՀՀ անդամակցության վճարներ,ՀՀ անդամակցություն միջազգային խորհրդարանական կազմակերպություններին՝ միջազգային կազմակերպությունների աշխատանքներին ՀՀ մասնակցություն՝ երկրում նրանց կողմից ծրագրերի իրականացման ապահովում,Տրանսֆերտների տրամադրում,178559.929
ՀՀ Ազգային ժողով,6096621.829,1024,ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում,Օրենսդրական դաշտի ձևավորում և կատարելագործում,Արդյունավետ օրենսդրական դաշտի ապահովում,6096621.829,31001,Ազգային ժողովի տեխնիկական հագեցվածության բարելավում,Ազգային ժողովի աշխատակազմի աշխատանքային պայմանների բարելավման համար վարչական սարքավորումների ձեռքբերում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,222380.0
ՀՀ վարչապետի աշխատակազմ,23659907.3,1018,Պետական հատվածի արդիականացման ծրագիր,Հանրային ֆինանսական հաշվետվությունների որակի և ընտրված էլեկտրոնային կառավարման կատարելագործված ծառայությունների հասանելիության բարելավում_x000D_,Հանրային ֆինանսների կառավարման տեղեկատվական համակարգերի բարելավում՝ ծառայությունների մատուցման էլեկտրոնային կառավարման լուծումների իրագործում՝ հանրային հատվածի արդիականացման և կառավարման բարեփոխումների ընդգրկուն ընթացքի ապահովում:_x000D_,6673637.8,11001,Համաշխարհային բանկի աջակցությամբ իրականացվող Պետական հատվածի արդիականացման երրորդ ծրագիր,ՀՀ հանրային հատվածի ֆինանսական կառավարման բարեփոխումների մշակման և իրականացման խորհրդատվական ծառայությունների ձեռքբերում,Ծառայությունների մատուցում,458562.7
ՀՀ վարչապետի աշխատակազմ,23659907.3,1018,Պետական հատվածի արդիականացման ծրագիր,Հանրային ֆինանսական հաշվետվությունների որակի և ընտրված էլեկտրոնային կառավարման կատարելագործված ծառայությունների հասանելիության բարելավում_x000D_,Հանրային ֆինանսների կառավարման տեղեկատվական համակարգերի բարելավում՝ ծառայությունների մատուցման էլեկտրոնային կառավարման լուծումների իրագործում՝ հանրային հատվածի արդիականացման և կառավարման բարեփոխումների ընդգրկուն ընթացքի ապահովում:_x000D_,6673637.8,11002,Ռուսաստանի Դաշնության կողմից Հայաստանի Հանրապետությանն անհատույց ֆինանսական օգնության դրամաշնորհային ծրագրի շրջանակներում խորհրդատվական ծառայությունների ձեռքբերում,ՀՀ ֆինանսների նախարարության և ՌԴ ֆինանսների նախարարության միջև` Ռուսաստանի Դաշնության կողմից Հայաստանի Հանրապետությանն անհատույց ֆինանսական օգնության դրամաշնորհային ծրագրի շրջանակներում խորհրդատվական ծառայությունների ձեռքբերում_x000D_,Ծառայությունների մատուցում,39830.2
ՀՀ վարչապետի աշխատակազմ,23659907.3,1018,Պետական հատվածի արդիականացման ծրագիր,Հանրային ֆինանսական հաշվետվությունների որակի և ընտրված էլեկտրոնային կառավարման կատարելագործված ծառայությունների հասանելիության բարելավում_x000D_,Հանրային ֆինանսների կառավարման տեղեկատվական համակարգերի բարելավում՝ ծառայությունների մատուցման էլեկտրոնային կառավարման լուծումների իրագործում՝ հանրային հատվածի արդիականացման և կառավարման բարեփոխումների ընդգրկուն ընթացքի ապահովում:_x000D_,6673637.8,32001,Համաշխարհային բանկի աջակցությամբ իրականացվող Պետական հատվածի արդիականացման երրորդ  ծրագրի շրջանակներում էլեկտրոնային կառավարման համակարգերի և սարքավորումների ձեռքբերում,ՀԲ-ի աջակցությամբ իրականացվող  Պետական հատվածի արդիականացման երրորդ  ծրագրի շրջանակներում էլեկտրոնային կառավարման համակարգերի  և սարքավորումների ձեռքբերում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,4354881.8
